ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso;pgto
1,0;0564404;00022000126;33,0;5879,231229525803;0,0;22,0;0,06;0,0;210,0498681637049
1,0;0031272;00022000127;8,0;4685,2737047697;0,0;22,0;0,06;0,0;612,3197887792184
1,0;0375632;00022000128;31,0;4948,176859663911;0,0;22,0;0,06;0,0;186,42617962739487
1,0;0457090;00022000129;5,0;8439,789023513562;0,0;22,0;0,06;0,0;1738,9324392050337
1,0;0850651;00022000130;30,0;5265,692776794874;0,0;22,0;0,06;0,0;204,0356598751161
1,0;0215539;00022000131;11,0;15038,81236547243;0,0;22,0;0,06;0,0;1450,5547465067693
1,0;0082652;00022000132;33,0;6173,531085082712;0,0;22,0;0,06;0,0;220,56444795261928
1,0;0865432;00022000133;5,0;4364,926708929926;0,0;22,0;0,06;0,0;899,3486244459222
1,0;0239797;00022000134;13,0;4741,693829451307;0,0;22,0;0,06;0,0;390,7858418771847
1,0;0125720;00022000135;2,0;4021,702597658324;0,0;22,0;0,06;0,0;2041,064089488174
1,0;0702029;00022000136;7,0;4482,016955425689;0,0;22,0;0,06;0,0;666,1544840768759
1,0;0914093;00022000137;32,0;4915,622290373939;0,0;22,0;0,06;0,0;180,26022339874675
1,0;0552824;00022000138;20,0;5084,561397786548;0,0;22,0;0,124;8,0;0,0
1,0;0321480;00022000139;3,0;4098,209310928587;0,0;22,0;0,06;0,0;1393,4817831949542
1,0;0285009;00022000140;12,0;5011,859717034788;0,0;22,0;0,06;0,0;445,29766488431704
1,0;0270685;00022000141;23,0;4915,429167468027;0,0;22,0;0,06;0,0;240,29488409097033
1,0;0386007;00022000142;13,0;4690,565212712423;0,0;22,0;0,06;0,0;386,57208614875276
1,0;0308438;00022000143;13,0;5138,042996909227;0,0;22,0;0,06;0,0;423,45088703896556
1,0;0604365;00022000144;30,0;5447,853403493174;0,0;22,0;0,06;0,0;211,0940404618915
1,0;0144860;00022000145;20,0;4865,206201605186;0,0;22,0;0,06;0,0;269,60693366941445
1,0;0943705;00022000146;16,0;4901,26250076574;0,0;22,0;0,06;0,0;333,01430452789646
1,0;0507327;00022000147;21,0;4930,7352232899875;0,0;22,0;0,06;0,0;261,48059782472626
1,0;0414025;00022000148;12,0;4827,339206987077;0,0;22,0;0,06;0,0;428,9032410802683
1,0;0307324;00022000149;32,0;4969,467568349771;0,0;22,0;0,06;0,0;182,23477743555674
1,0;0401950;00022000150;22,0;4816,94047303909;0,0;22,0;0,06;0,0;245,00750414666535
1,0;0505205;00022000151;20,0;11103,611031462513;0,0;22,0;0,06;0,0;615,3101017306944
1,0;0931667;00022000152;13,0;14938,16421988549;0,0;22,0;0,06;0,0;1231,1261103594072
1,0;0197528;00022000153;15,0;5027,8782727933385;0,0;22,0;0,06;0,0;362,62958734341936
1,0;0373880;00022000154;33,0;5107,981317742084;0,0;22,0;0,124;8,0;0,0
1,0;0473385;00022000155;13,0;5218,84427162479;0,0;22,0;0,124;8,0;0,0
1,0;0380336;00022000156;1,0;2522,0628179682058;0,0;22,0;0,06;0,0;2547,2834461478856
1,0;0864017;00022000157;34,0;5026,200713366991;0,0;22,0;0,06;0,0;175,11267883227188
1,0;0905996;00022000158;13,0;14743,964541594993;0,0;22,0;0,06;0,0;1215,1211788934265
1,0;0008289;00022000159;3,0;4025,770408638316;0,0;22,0;0,06;0,0;1368,8509546848168
1,0;0386594;00022000160;11,0;4691,69172160462;0,0;22,0;0,06;0,0;452,532788529562
1,0;0692519;00022000161;15,0;5479,0035369262305;0,0;22,0;0,06;0,0;395,1664467295985
1,0;0786782;00022000162;29,0;5447,128497277395;0,0;22,0;0,06;0,0;217,31329903782012
1,0;0746436;00022000163;21,0;5799,666323063739;0,0;22,0;0,06;0,0;307,5606676618031
1,0;0053472;00022000164;25,0;4970,862642186223;0,0;22,0;0,06;0,0;225,71073418174618
1,0;0266352;00022000165;33,0;11050,485136358744;0,0;22,0;0,06;0,0;394,80552055516796
1,0;0943017;00022000166;23,0;5196,977361665362;0,0;22,0;0,06;0,0;254,05860408075915
1,0;0547263;00022000167;26,0;5307,711596344346;0,0;22,0;0,06;0,0;232,84335049530335
1,0;0105114;00022000168;31,0;5681,4734604516525;0,0;22,0;0,06;0,0;214,05366500145217
1,0;0740513;00022000169;13,0;4805,171296419357;0,0;22,0;0,06;0,0;396,0173258703659
1,0;0138405;00022000170;33,0;5114,251859607507;0,0;22,0;0,06;0,0;182,7191152937838
1,0;0704014;00022000171;24,0;4992,6597791853665;0,0;22,0;0,06;0,0;235,02183143569312
1,0;0280859;00022000172;2,0;3435,4300278029723;0,0;22,0;0,06;0,0;1743,5234683391984
1,0;0078854;00022000173;17,0;5031,917559333541;0,0;22,0;0,06;0,0;323,3412359881598
1,0;0839462;00022000174;26,0;10987,202904760336;0,0;22,0;0,06;0,0;481,9962596833892
1,0;0072921;00022000175;8,0;30280,9333724264;0,0;22,0;0,06;0,0;3957,4240257865818
1,0;0165927;00022000176;21,0;4837,171823236378;0,0;22,0;0,06;0,0;256,51886034083685
1,0;0181950;00022000177;0,0;4,547473508864641e-12;0,0;22,0;0,06;0,0;5121,464458056127
1,0;0781405;00022000178;25,0;7098,991631142181;0,0;22,0;0,06;0,0;322,3421623878269
1,0;0239346;00022000179;28,0;4900,449278901758;0,0;22,0;0,06;0,0;201,5282106579258
1,0;0834257;00022000180;26,0;4893,01834612349;0,0;22,0;0,06;0,0;214,65122304894484
1,0;0510650;00022000181;24,0;5615,768389816789;0,0;22,0;0,06;0,0;264,3537173103285
1,0;0821163;00022000182;7,0;4538,691418294175;0,0;22,0;0,06;0,0;674,5779121780988
1,0;0776941;00022000183;0,0;4,547473508864641e-12;0,0;22,0;0,06;0,0;5074,907710521987
1,0;0198632;00022000184;23,0;5823,372867232217;0,0;22,0;0,06;0,0;284,6804745781476
1,0;0084142;00022000185;3,0;3868,101256646284;0,0;22,0;0,06;0,0;1315,2399567089933
1,0;0674388;00022000186;27,0;6181,0323463444865;0,0;22,0;0,06;0,0;262,35718584151294
1,0;0674849;00022000187;3,0;9898,385872151357;0,0;22,0;0,06;0,0;3365,670064507247
1,0;0949321;00022000188;18,0;5002,128409995106;0,0;22,0;0,06;0,0;305,0400342767689
1,0;0697379;00022000189;9,0;4558,568822474161;0,0;22,0;0,06;0,0;532,1689784108769
1,0;0618480;00022000190;31,0;5120,7232618254375;0,0;22,0;0,06;0,0;192,92699143661756
1,0;0422852;00022000191;14,0;4856,35366602437;0,0;22,0;0,06;0,0;373,45928695960254
1,0;0841845;00022000192;11,0;4921,579107235526;0,0;22,0;0,06;0,0;474,70636382827
1,0;0108761;00022000193;22,0;4827,089171532294;0,0;22,0;0,06;0,0;245,52370468974337
1,0;0161471;00022000194;10,0;9974,47115788263;0,0;22,0;0,06;0,0;1053,1253773490148
1,0;0738145;00022000195;33,0;6189,159718897662;0,0;22,0;0,06;0,0;221,12281899540505
1,0;0814986;00022000196;11,0;5073,262107384449;0,0;22,0;0,124;8,0;0,0
1,0;0941689;00022000197;11,0;4739,279231733146;0,0;22,0;0,06;0,0;457,1227978344094
1,0;0546701;00022000198;33,0;5467,358423143087;0,0;22,0;0,06;0,0;195,33470808521918
1,0;0546508;00022000199;27,0;4924,503495432269;0,0;22,0;0,06;0,0;209,0231544399522
1,0;0978348;00022000200;21,0;8849,910183349977;0,0;22,0;0,06;0,0;469,31739398763267
1,0;0151162;00022000201;3,0;4003,0538911237477;0,0;22,0;0,06;0,0;1361,1268364340071
1,0;0470106;00022000202;3,0;5363,259422965715;0,0;22,0;0,06;0,0;1823,6267934196874
1,0;0141533;00022000203;27,0;5063,947310517713;0,0;22,0;0,06;0,0;214,94192089495345
1,0;0655766;00022000204;28,0;5360,493915819886;0,0;22,0;0,06;0,0;220,44728669041217
1,0;0612411;00022000205;11,0;6132,983457121052;0,0;22,0;0,06;0,0;591,5512507090829
1,0;0467349;00022000206;32,0;6429,105285789942;0,0;22,0;0,06;0,0;235,76098540768848
1,0;0715159;00022000207;29,0;4875,585687607959;0,0;22,0;0,06;0,0;194,51158735198604
1,0;0690382;00022000208;21,0;5014,228305972543;0,0;22,0;0,06;0,0;265,90829880346524
1,0;0664651;00022000209;32,0;7142,244454613034;0,0;22,0;0,06;0,0;261,91243039120207
1,0;0193438;00022000210;23,0;5285,335222793715;0,0;22,0;0,124;8,0;0,0
1,0;0541486;00022000211;26,0;4983,670726994882;0,0;22,0;0,06;0,0;218,6280412519175
1,0;0524052;00022000212;28,0;4891,9547507478455;0,0;22,0;0,06;0,0;201,17887798212163
1,0;0199037;00022000213;18,0;5217,116104255596;0,0;22,0;0,06;0,0;318,1504241450625
1,0;0253154;00022000214;27,0;5071,704887510028;0,0;22,0;0,06;0,0;215,27119535180958
1,0;0752104;00022000215;14,0;5661,06862773718;0,0;22,0;0,06;0,0;435,34281037543644
1,0;0462883;00022000216;6,0;4587,072926077758;0,0;22,0;0,06;0,0;791,4919413784202
1,0;0463528;00022000217;29,0;5292,147739674925;0,0;22,0;0,06;0,0;211,1303386507452
1,0;0954669;00022000218;22,0;6264,7474703319895;0,0;22,0;0,06;0,0;318,6483516676666
1,0;0403573;00022000219;0,0;4,547473508864641e-12;0,0;22,0;0,06;0,0;5385,779552371181
1,0;0518730;00022000220;16,0;4773,854085149526;0,0;22,0;0,06;0,0;324,35759109726393
1,0;0079744;00022000221;8,0;5623,2925831828;0,0;22,0;0,06;0,0;734,9097499411695
1,0;0108567;00022000222;20,0;10146,414929523271;0,0;22,0;0,06;0,0;562,266778329723
1,0;0223945;00022000223;22,0;5277,4498584064095;0,0;22,0;0,06;0,0;268,4307238805345
1,0;0223726;00022000224;21,0;5035,924680967817;0,0;22,0;0,06;0,0;267,05887388963026
1,0;0179921;00022000225;24,0;7300,137931324324;0,0;22,0;0,06;0,0;343,6428401361964
1,0;0915673;00022000226;24,0;6305,002150532323;0,0;22,0;0,06;0,0;296,79834360070737
1,0;0039941;00022000227;2,0;5089,447997109411;0,0;22,0;0,124;8,0;0,0
1,0;0811233;00022000228;4,0;5662,76597263869;0,0;22,0;0,124;8,0;0,0
1,0;0982218;00022000229;24,0;4837,4295474205155;0,0;22,0;0,06;0,0;227,71460543249944
1,0;0124617;00022000230;29,0;6457,39156816095;0,0;22,0;0,06;0,0;257,6177642142003
1,0;0181100;00022000231;21,0;6221,666093237885;0,0;22,0;0,06;0,0;329,93963290532855
1,0;0489131;00022000232;4,0;7972,215174511652;0,0;22,0;0,06;0,0;2043,1280258229779
1,0;0467257;00022000233;1,0;2605,3398724060967;0,0;22,0;0,06;0,0;2631,3932711301563
1,0;0694995;00022000234;5,0;4783,998832536681;0,0;22,0;0,06;0,0;985,6941608184593
1,0;0517682;00022000235;21,0;5081,04664552609;0,0;22,0;0,06;0,0;269,4517256112141
1,0;0753357;00022000236;18,0;4846,269919932958;0,0;22,0;0,06;0,0;295,53546437090966
1,0;0524270;00022000237;15,0;9360,559668522816;0,0;22,0;0,124;8,0;0,0
1,0;0326472;00022000238;15,0;4920,717817031848;0,0;22,0;0,06;0,0;354,9007701875632
1,0;0301640;00022000239;24,0;4972,522445095769;0,0;22,0;0,06;0,0;234,07389719877588
1,0;0780568;00022000240;21,0;5691,591969807456;0,0;22,0;0,06;0,0;301,82940341433505
1,0;0385050;00022000241;28,0;5173,771461760567;0,0;22,0;0,06;0,0;212,76843115807523
1,0;0954600;00022000242;24,0;5019,711868170291;0,0;22,0;0,06;0,0;236,29526719510625
1,0;0968502;00022000243;3,0;5128,021991765513;0,0;22,0;0,124;8,0;0,0
1,0;0069132;00022000244;9,0;5195,423350827193;0,0;22,0;0,06;0,0;606,5156071332724
1,0;0529448;00022000245;34,0;5099,3520569629;0,0;22,0;0,06;0,0;177,66126940152478
1,0;0676699;00022000246;34,0;5053,929624314583;0,0;22,0;0,06;0,0;176,07875323996925
1,0;0823797;00022000247;7,0;5665,09065842968;0,0;22,0;0,06;0,0;841,9926971152044
1,0;0592261;00022000248;17,0;5121,021489201737;0,0;22,0;0,06;0,0;329,0668812268312
1,0;0660037;00022000249;22,0;4835,018012777228;0,0;22,0;0,06;0,0;245,9269950386836
1,0;0421729;00022000250;20,0;14994,00806421098;0,0;22,0;0,06;0,0;830,8976783497171
1,0;0482546;00022000251;33,0;4988,950242797482;0,0;22,0;0,06;0,0;178,24240957085416
1,0;0201115;00022000252;25,0;5847,615439063612;0,0;22,0;0,06;0,0;265,5212322227986
1,0;0751024;00022000253;31,0;5389,3097627025345;0,0;22,0;0,06;0,0;203,04618415710738
1,0;0862162;00022000254;26,0;5494,985592915988;0,0;22,0;0,06;0,0;241,05885053347797
1,0;0679256;00022000255;16,0;5711,237897070822;0,0;22,0;0,06;0,0;388,04775626468944
1,0;0837282;00022000256;1,0;3765,2862990545564;0,0;22,0;0,06;0,0;3802,9391620450997
1,0;0243956;00022000257;1,0;2930,9886068872393;0,0;22,0;0,06;0,0;2960,29849295611
1,0;0863276;00022000258;34,0;5748,090379366753;0,0;22,0;0,124;8,0;0,0
1,0;0136699;00022000259;23,0;5042,150223382888;0,0;22,0;0,06;0,0;246,48974936224272
1,0;0112909;00022000260;19,0;4903,017301093348;0,0;22,0;0,06;0,0;284,6287520554101
1,0;0154900;00022000261;11,0;4752,07959867848;0,0;22,0;0,06;0,0;458,35744539688665
1,0;0348385;00022000262;34,0;5461,928375988961;0,0;22,0;0,06;0,0;190,29341724570943
1,0;0881580;00022000263;33,0;7580,923753539527;0,0;22,0;0,06;0,0;270,84698199878613
1,0;0658297;00022000264;6,0;4347,440045717913;0,0;22,0;0,06;0,0;750,1436792621048
1,0;0140954;00022000265;32,0;6540,93743014893;0,0;22,0;0,06;0,0;239,86196919661558
1,0;0580982;00022000266;12,0;5116,275606316862;0,0;22,0;0,06;0,0;454,5748901658012
1,0;0384820;00022000267;14,0;4700,4105011792935;0,0;22,0;0,06;0,0;361,4670748691387
1,0;0832890;00022000268;22,0;4850,962273857426;0,0;22,0;0,06;0,0;246,73797944560894
1,0;0573104;00022000269;9,0;4612,344447796111;0,0;22,0;0,06;0,0;538,44676442343
1,0;0322897;00022000270;31,0;6011,762342861696;0,0;22,0;0,06;0,0;226,4975400421856
1,0;0838620;00022000271;6,0;4363,514343339206;0,0;22,0;0,06;0,0;752,9172730626836
1,0;0647893;00022000272;8,0;4586,977135030471;0,0;22,0;0,06;0,0;599,4733813731425
1,0;0961997;00022000273;33,0;7613,61280839688;0,0;22,0;0,06;0,0;272,0148781734935
1,0;0961970;00022000274;23,0;4874,932877895717;0,0;22,0;0,06;0,0;238,31518895604785
1,0;0788439;00022000275;22,0;5781,938805664088;0,0;22,0;0,06;0,0;294,0909076691871
1,0;0518899;00022000276;33,0;5378,793213439932;0,0;22,0;0,06;0,0;192,17050006281434
1,0;0224707;00022000277;24,0;4974,894704195434;0,0;22,0;0,06;0,0;234,18556767161033
1,0;0653537;00022000278;9,0;4833,98273770063;0,0;22,0;0,06;0,0;564,3208988082663
1,0;0921286;00022000279;26,0;8310,989594003382;0,0;22,0;0,06;0,0;364,5937854521291
1,0;0972114;00022000280;25,0;5150,094676342153;0,0;22,0;0,06;0,0;233,84907895814308
1,0;0080204;00022000281;27,0;4980,5006800917;0,0;22,0;0,06;0,0;211,39998454843473
1,0;0110808;00022000282;20,0;11457,795885814037;0,0;22,0;0,06;0,0;634,9373669640481
1,0;0970121;00022000283;34,0;5022,188372888221;0,0;22,0;0,06;0,0;174,9728890129445
1,0;0715243;00022000284;31,0;4888,366226581323;0,0;22,0;0,06;0,0;184,17277031262753
1,0;0476657;00022000285;21,0;5048,337815871104;0,0;22,0;0,06;0,0;267,7171517707988
1,0;0517711;00022000286;27,0;4936,691039380317;0,0;22,0;0,06;0,0;209,5404611863602
1,0;0761015;00022000287;18,0;5593,268761436962;0,0;22,0;0,06;0,0;341,0889835012414
1,0;0969609;00022000288;2,0;9520,279841406345;0,0;22,0;0,124;8,0;0,0
1,0;0925325;00022000289;33,0;5118,958163328928;0,0;22,0;0,124;8,0;0,0
1,0;0541703;00022000290;16,0;5237,237265370247;0,0;22,0;0,06;0,0;355,84197445094463
1,0;0924797;00022000291;19,0;5253,000571292452;0,0;22,0;0,06;0,0;304,9458946065548
1,0;0679307;00022000292;25,0;5695,493470151258;0,0;22,0;0,06;0,0;258,61386749358945
1,0;0974814;00022000293;17,0;7940,335165545327;0,0;22,0;0,06;0,0;510,2304948985936
1,0;0090183;00022000294;23,0;4959,790413442346;0,0;22,0;0,06;0,0;242,46352086638765
1,0;0434730;00022000295;24,0;5554,331271377107;0,0;22,0;0,06;0,0;261,4616588219807
1,0;0718961;00022000296;16,0;5291,832864231165;0,0;22,0;0,06;0,0;359,551450403745
1,0;0863081;00022000297;17,0;4762,440631140322;0,0;22,0;0,06;0,0;306,0251726773315
1,0;0476374;00022000298;11,0;4622,044689330018;0,0;22,0;0,06;0,0;445,8150484054828
1,0;0589797;00022000299;17,0;9103,16978131542;0,0;22,0;0,06;0,0;584,9519857575808
1,0;0132021;00022000300;0,0;5,4569682106375694e-12;0,0;22,0;0,06;0,0;6267,602300827115
1,0;0637847;00022000301;10,0;4675,653879787585;0,0;22,0;0,06;0,0;493,66524586251415
1,0;0498251;00022000302;33,0;6631,077886329467;0,0;22,0;0,06;0,0;236,91142284245663
1,0;0120595;00022000303;5,0;22892,699083098552;0,0;22,0;0,06;0,0;4716,807131748254
1,0;0027653;00022000304;14,0;4754,237807812727;0,0;22,0;0,06;0,0;365,6064578170726
1,0;0700805;00022000305;21,0;5456,436566264531;0,0;22,0;0,06;0,0;289,35893547890794
1,0;0774697;00022000306;8,0;4813,525263255898;0,0;22,0;0,06;0,0;629,08102241279
1,0;0282564;00022000307;3,0;4018,1943741782047;0,0;22,0;0,06;0,0;1366,274935451033
1,0;0633157;00022000308;34,0;5023,17973651459;0,0;22,0;0,06;0,0;175,00742809130816
1,0;0000036;00022000309;6,0;7899,6927150046895;0,0;22,0;0,06;0,0;1363,0790754919065
1,0;0042638;00022000310;21,0;4878,61408086619;0,0;22,0;0,06;0,0;258,716574436103
1,0;0685044;00022000311;33,0;143421,44363837672;0,0;22,0;0,06;0,0;5124,0807091914785
1,0;0725914;00022000312;19,0;4795,202779292693;0,0;22,0;0,06;0,0;278,36993000582686
1,0;0668497;00022000313;8,0;14468,643833854658;0,0;22,0;0,06;0,0;1890,9112881171798
1,0;0426967;00022000314;13,0;13068,865009456733;0,0;22,0;0,06;0,0;1077,0681530255636
1,0;0662805;00022000315;24,0;14785,631984477377;0,0;22,0;0,06;0,0;696,0110365247097
1,0;0091197;00022000316;11,0;5989,21766153401;0,0;22,0;0,06;0,0;577,6844537768404
1,0;0952695;00022000317;22,0;5907,521909173371;0,0;22,0;0,124;8,0;0,0
1,0;0322787;00022000318;1,0;2995,0982207459156;0,0;22,0;0,06;0,0;3025,0492029533725
1,0;0915815;00022000319;23,0;4957,743662386048;0,0;22,0;0,06;0,0;242,3634637216135
1,0;0610338;00022000320;20,0;4934,242831822881;0,0;22,0;0,06;0,0;273,4326202719106
1,0;0997658;00022000321;26,0;5593,045549961621;0,0;22,0;0,06;0,0;245,36063078914535
1,0;0428153;00022000322;11,0;4691,79696820035;0,0;22,0;0,06;0,0;452,54293999267503
1,0;0275137;00022000323;18,0;5043,290547612947;0,0;22,0;0,06;0,0;307,5501857244531
1,0;0531785;00022000324;19,0;38595,88963440807;0,0;22,0;0,06;0,0;2240,5590734220327
1,0;0082262;00022000325;28,0;11199,608277515039;0,0;22,0;0,06;0,0;460,57756907201895
1,0;0408554;00022000326;1,0;2592,375852828631;0,0;22,0;0,06;0,0;2618,2996113569166
1,0;0525733;00022000327;24,0;7031,88001482148;0,0;22,0;0,06;0,0;331,015008555029
1,0;0240909;00022000328;23,0;5253,171708475267;0,0;22,0;0,06;0,0;256,8057119309999
1,0;0660522;00022000329;21,0;118462,89956245669;0,0;22,0;0,06;0,0;6282,176672421967
1,0;0892561;00022000330;12,0;4830,782952424278;0,0;22,0;0,06;0,0;429,20921369088006
1,0;0829854;00022000331;27,0;4976,058771068965;0,0;22,0;0,06;0,0;211,21144537153526
1,0;0243316;00022000332;7,0;4746,707476241346;0,0;22,0;0,06;0,0;705,4949816893501
1,0;0409877;00022000333;15,0;4980,081999205167;0,0;22,0;0,06;0,0;359,1823394134884
1,0;0787495;00022000334;18,0;4938,228079282324;0,0;22,0;0,06;0,0;301,14326124871644
1,0;0956646;00022000335;12,0;4745,8404159003085;0,0;22,0;0,06;0,0;421,66217221345954
1,0;0688755;00022000336;2,0;3702,975184933197;0,0;22,0;0,06;0,0;1879,3059632588709
1,0;0794522;00022000337;1,0;2532,5151972593244;0,0;22,0;0,06;0,0;2557,840349231916
1,0;0894722;00022000338;28,0;4890,619745279878;0,0;22,0;0,06;0,0;201,12397663576212
1,0;0777990;00022000339;18,0;4994,1328556356975;0,0;22,0;0,06;0,0;304,552448997874
1,0;0154810;00022000340;26,0;5453,824984467476;0,0;22,0;0,124;8,0;0,0
1,0;0191868;00022000341;16,0;26117,086341758455;0,0;22,0;0,06;0,0;1774,5149016272642
1,0;0089834;00022000342;34,0;5662,771649081479;0,0;22,0;0,06;0,0;197,29079072566984
1,0;0504595;00022000343;27,0;5676,739053716147;0,0;22,0;0,06;0,0;240,95219041692698
1,0;0693501;00022000344;11,0;4647,042837455933;0,0;22,0;0,06;0,0;448,2262216774613
1,0;0415579;00022000345;14,0;4780,49514341663;0,0;22,0;0,06;0,0;367,62567768993665
1,0;0423395;00022000346;28,0;5257,083043032404;0,0;22,0;0,06;0,0;216,19457291472625
1,0;0229458;00022000347;16,0;5222,427089110184;0,0;22,0;0,06;0,0;354,8357029961083
1,0;0522717;00022000348;26,0;5354,264497409844;0,0;22,0;0,124;8,0;0,0
1,0;0798137;00022000349;23,0;5125,602387695452;0,0;22,0;0,06;0,0;250,56937851921367
1,0;0411132;00022000350;27,0;5066,855978369159;0,0;22,0;0,124;8,0;0,0
1,0;0695060;00022000351;7,0;4451,728273224213;0,0;22,0;0,06;0,0;661,6527292495391
1,0;0123078;00022000352;9,0;4606,343481557979;0,0;22,0;0,06;0,0;537,7462094473418
1,0;0573177;00022000353;22,0;5403,635569199251;0,0;22,0;0,06;0,0;274,84899835026675
1,0;0624047;00022000354;3,0;5338,489822804339;0,0;22,0;0,06;0,0;1815,2045816722648
1,0;0244647;00022000355;11,0;7539,966241741249;0,0;22,0;0,06;0,0;727,2604747412845
1,0;0991747;00022000356;27,0;5707,261398015038;0,0;22,0;0,06;0,0;242,24772745780308
1,0;0764501;00022000357;23,0;7055,499478967408;0,0;22,0;0,06;0,0;344,9140190490605
1,0;0077912;00022000358;5,0;5248,045120608659;0,0;22,0;0,124;8,0;0,0
1,0;0044025;00022000359;20,0;5779,604917335504;0,0;22,0;0,06;0,0;320,2786264371257
1,0;0701465;00022000360;23,0;6384,078958386228;0,0;22,0;0,06;0,0;312,0910628691304
1,0;0140025;00022000361;22,0;4999,207446437645;0,0;22,0;0,06;0,0;254,27828016947387
1,0;0072034;00022000362;25,0;17563,55383139637;0,0;22,0;0,06;0,0;797,5039576594647
1,0;0502185;00022000363;20,0;5264,209570262845;0,0;22,0;0,06;0,0;291,71783098596933
1,0;0969634;00022000364;31,0;4977,445644337888;0,0;22,0;0,06;0,0;187,52890248145977
1,0;0149347;00022000365;10,0;5120,299622478507;0,0;22,0;0,06;0,0;540,6118667054595
1,0;0664925;00022000366;16,0;4737,022434066714;0,0;22,0;0,06;0,0;321,8550794141943
1,0;0427148;00022000367;10,0;5478,67612134399;0,0;22,0;0,06;0,0;578,4500016428158
1,0;0091862;00022000368;0,0;4,547473508864641e-12;0,0;22,0;0,06;0,0;5077,747005284054
1,0;0421298;00022000369;26,0;4897,984254306135;0,0;22,0;0,06;0,0;214,86907186731233
1,0;0877798;00022000370;6,0;4376,67546118749;0,0;22,0;0,06;0,0;755,1882024514945
1,0;0099610;00022000371;24,0;5221,559316902578;0,0;22,0;0,06;0,0;245,79692746634242
1,0;0753020;00022000372;30,0;5241,6636070022705;0,0;22,0;0,06;0,0;203,1045748835095
1,0;0049398;00022000373;21,0;6081,908372120864;0,0;22,0;0,124;8,0;0,0
1,0;0006776;00022000374;3,0;3849,2778235413257;0,0;22,0;0,06;0,0;1308,839573239315
1,0;0820351;00022000375;27,0;4950,427870225863;0,0;22,0;0,06;0,0;210,12352823423768
1,0;0261253;00022000376;8,0;4550,6226168332605;0,0;22,0;0,06;0,0;594,722198772855
1,0;0075372;00022000377;15,0;5851,269247320698;0,0;22,0;0,06;0,0;422,0156569964675
1,0;0701861;00022000378;24,0;5241,563401412364;0,0;22,0;0,06;0,0;246,73858918286567
1,0;0782380;00022000379;2,0;3426,9299436349156;0,0;22,0;0,06;0,0;1739,2095699014699
1,0;0200803;00022000380;3,0;3891,9956999323886;0,0;22,0;0,06;0,0;1323,3645957678084
1,0;0205886;00022000381;18,0;4863,662901415517;0,0;22,0;0,06;0,0;296,5961240007211
1,0;0471818;00022000382;2,0;8232,534015318493;0,0;22,0;0,124;8,0;0,0
1,0;0040203;00022000383;32,0;7370,0391773319025;0,0;22,0;0,124;8,0;0,0
1,0;0743514;00022000384;15,0;4741,35517933298;0,0;22,0;0,06;0,0;341,96445873278475
1,0;0955245;00022000385;30,0;5315,963718560909;0,0;22,0;0,06;0,0;205,98356401813368
1,0;0698612;00022000386;11,0;10669,540031046085;0,0;22,0;0,06;0,0;1029,12062195888
1,0;0108129;00022000387;20,0;5052,468463938651;0,0;22,0;0,06;0,0;279,9841309037405
1,0;0558969;00022000388;6,0;5331,9142339354385;0,0;22,0;0,124;8,0;0,0
1,0;0023945;00022000389;18,0;4814,622264220561;0,0;22,0;0,06;0,0;293,6055255144822
1,0;0767071;00022000390;15,0;5043,521997916918;0,0;22,0;0,06;0,0;363,7578719355055
1,0;0226447;00022000391;31,0;5060,007510385925;0,0;22,0;0,06;0,0;190,63948112623552
1,0;0315993;00022000392;18,0;4856,167499577869;0,0;22,0;0,06;0,0;296,1390390468632
1,0;0357064;00022000393;29,0;5156,403783415271;0,0;22,0;0,06;0,0;205,71483083337398
1,0;0733009;00022000394;32,0;4910,692875892242;0,0;22,0;0,06;0,0;180,07945740347571
1,0;0687248;00022000395;14,0;4725,90051884261;0,0;22,0;0,06;0,0;363,4272870933284
1,0;0735812;00022000396;11,0;4688,75485698183;0,0;22,0;0,06;0,0;452,2495159668817
1,0;0462773;00022000397;10,0;8445,908832259789;0,0;22,0;0,06;0,0;891,7365928718675
1,0;0472992;00022000398;24,0;5100,486573359588;0,0;22,0;0,06;0,0;240,09761303617702
1,0;0599172;00022000399;27,0;10412,38233719604;0,0;22,0;0,06;0,0;441,95907331049904
1,0;0147953;00022000400;34,0;6629,0756151341875;0,0;22,0;0,06;0,0;230,9567912918083
1,0;0706368;00022000401;32,0;4874,8504724508175;0,0;22,0;0,06;0,0;178,76508472188232
1,0;0859613;00022000402;13,0;4674,766171475324;0,0;22,0;0,06;0,0;385,27001101426305
1,0;0778729;00022000403;9,0;4914,790837107101;0,0;22,0;0,06;0,0;573,7544656541709
1,0;0647606;00022000404;1,0;4806,966612670143;0,0;22,0;0,06;0,0;4855,036278796841
1,0;0318723;00022000405;34,0;5641,720477701367;0,0;22,0;0,06;0,0;196,5573685598727
1,0;0168301;00022000406;28,0;73024,5600043876;0,0;22,0;0,124;8,0;0,0
1,0;0047373;00022000407;7,0;5676,395309332768;0,0;22,0;0,06;0,0;843,6728879678739
1,0;0052277;00022000408;23,0;5021,194523459722;0,0;22,0;0,06;0,0;245,46531236752227
1,0;0829468;00022000409;8,0;4988,71278145195;0,0;22,0;0,06;0,0;651,9763303281757
1,0;0313162;00022000410;15,0;5118,298676199277;0,0;22,0;0,06;0,0;369,1510486429
